internet,el internet,m,3 - People & Body
mail/email,el correo,m,3 - People & Body
head,la cabeza,f,3 - People & Body
hair,el pelo,m,3 - People & Body
mouth,la boca,f,3 - People & Body
nose,la nariz,f,3 - People & Body
ear,la oreja,f,3 - People & Body
neck,el cuello,m,3 - People & Body
shoulder,el hombro,m,3 - People & Body
arm,el brazo,m,3 - People & Body
leg,la pierna,f,3 - People & Body
foot,el pie,m,3 - People & Body
finger/toe,el dedo,m,3 - People & Body
heart,el corazón,m,3 - People & Body
back,la espalda,f,3 - People & Body
stomach,el estómago,m,3 - People & Body
skin,la piel,f,3 - People & Body
husband,el esposo,m,3 - People & Body
wife,la esposa,f,3 - People & Body
son,el hijo,m,3 - People & Body
daughter,la hija,f,3 - People & Body
brother,el hermano,m,3 - People & Body
sister,la hermana,f,3 - People & Body
grandfather,el abuelo,m,3 - People & Body
grandmother,la abuela,f,3 - People & Body
uncle,el tío,m,3 - People & Body
aunt,la tía,f,3 - People & Body
cousin (m),el primo,m,3 - People & Body
cousin (f),la prima,f,3 - People & Body
boyfriend,el novio,m,3 - People & Body
girlfriend,la novia,f,3 - People & Body
neighbor,el vecino,m,3 - People & Body
boss,el jefe,m,3 - People & Body
colleague/partner,el compañero,m,3 - People & Body
teacher,el profesor,m,3 - People & Body
student,el estudiante,m,3 - People & Body
child,el niño,m,3 - People & Body
school,la escuela,f,4 - Time & Nature
university,la universidad,f,4 - Time & Nature
office,la oficina,f,4 - Time & Nature
business,el negocio,m,4 - Time & Nature
company,la empresa,f,4 - Time & Nature
Monday,el lunes,m,4 - Time & Nature
Tuesday,el martes,m,4 - Time & Nature
Wednesday,el miércoles,m,4 - Time & Nature
Thursday,el jueves,m,4 - Time & Nature
Friday,el viernes,m,4 - Time & Nature
Saturday,el sábado,m,4 - Time & Nature
Sunday,el domingo,m,4 - Time & Nature
January,enero,,4 - Time & Nature
February,febrero,,4 - Time & Nature
March,marzo,,4 - Time & Nature
April,abril,,4 - Time & Nature
May,mayo,,4 - Time & Nature
June,junio,,4 - Time & Nature
July,julio,,4 - Time & Nature
August,agosto,,4 - Time & Nature
September,septiembre,,4 - Time & Nature
October,octubre,,4 - Time & Nature
November,noviembre,,4 - Time & Nature
December,diciembre,,4 - Time & Nature
morning,la mañana,f,4 - Time & Nature
afternoon/evening,la tarde,f,4 - Time & Nature
night,la noche,f,4 - Time & Nature
sun,el sol,m,4 - Time & Nature
moon,la luna,f,4 - Time & Nature
rain,la lluvia,f,4 - Time & Nature
wind,el viento,m,4 - Time & Nature
snow,la nieve,f,4 - Time & Nature
heat,el calor,m,4 - Time & Nature
cold,el frío,m,4 - Time & Nature
sky,el cielo,m,4 - Time & Nature
earth/land,la tierra,f,4 - Time & Nature
sea,el mar,m,4 - Time & Nature
river,el río,m,4 - Time & Nature
mountain,la montaña,f,4 - Time & Nature
forest,el bosque,m,4 - Time & Nature
dog,el perro,m,5 - Around Town
cat,el gato,m,5 - Around Town
bird,el pájaro,m,5 - Around Town
book,el libro,m,5 - Around Town
magazine,la revista,f,5 - Around Town
newspaper,el periódico,m,5 - Around Town
music,la música,f,5 - Around Town
movie/film,la película,f,5 - Around Town
sport,el deporte,m,5 - Around Town
soccer/football,el fútbol,m,5 - Around Town
game/match,el partido,m,5 - Around Town
trip/journey,el viaje,m,5 - Around Town
vacation,las vacaciones,f pl,5 - Around Town
passport,el pasaporte,m,5 - Around Town
suitcase,la maleta,f,5 - Around Town
map,el mapa,m,5 - Around Town
room,la habitación,f,5 - Around Town
elevator,el ascensor,m,5 - Around Town
stairs,la escalera,f,5 - Around Town
garden,el jardín,m,5 - Around Town
park,el parque,m,5 - Around Town
beach,la playa,f,5 - Around Town
building,el edificio,m,5 - Around Town
church,la iglesia,f,5 - Around Town
museum,el museo,m,5 - Around Town
library,la biblioteca,f,5 - Around Town
color,el color,m,5 - Around Town
red,el rojo,m,5 - Around Town
blue,el azul,m,5 - Around Town
green,el verde,m,5 - Around Town
black,el negro,m,5 - Around Town
white,el blanco,m,5 - Around Town
yellow,el amarillo,m,5 - Around Town
orange (color),el naranja,m,5 - Around Town
pink,el rosa,m,5 - Around Town
purple,el morado,m,5 - Around Town
gray,el gris,m,5 - Around Town
brown,el marrón,m,5 - Around Town
idea,la idea,f,5 - Around Town
information,la información,f,5 - Around Town
example,el ejemplo,m,5 - Around Town
reason,la razón,f,5 - Around Town
result,el resultado,m,5 - Around Town
situation,la situación,f,5 - Around Town
message,el mensaje,m,5 - Around Town
news,la noticia,f,5 - Around Town
event,el evento,m,5 - Around Town
meeting,la reunión,f,5 - Around Town
project,el proyecto,m,5 - Around Town
plan,el plan,m,5 - Around Town
