To be hot,Tener calor,Useful Expressions,3 - Idiomatic
To be afraid,Tener miedo,Useful Expressions,3 - Idiomatic
To be right,Tener razón,Useful Expressions,3 - Idiomatic
To be wrong,No tener razón,Useful Expressions,3 - Idiomatic
To be in a hurry,Tener prisa,Useful Expressions,3 - Idiomatic
To be lucky,Tener suerte,Useful Expressions,3 - Idiomatic
To feel like (doing something),Tener ganas de...,Useful Expressions,3 - Idiomatic
To need/be necessary,Hacer falta,Useful Expressions,3 - Idiomatic
To pay attention/obey,Hacer caso,Useful Expressions,3 - Idiomatic
To ask a question,Hacer una pregunta,Useful Expressions,3 - Idiomatic
To realize,Darse cuenta de,Useful Expressions,3 - Idiomatic
To become (emotion),Ponerse + adj,Useful Expressions,3 - Idiomatic
To become (change),Volverse + adj,Useful Expressions,3 - Idiomatic
To have just done something,Acabar de + inf,Useful Expressions,3 - Idiomatic
To be going to (do something),Ir a + inf,Useful Expressions,3 - Idiomatic
To have to (do something),Tener que + inf,Useful Expressions,3 - Idiomatic
One must (do something),Hay que + inf,Useful Expressions,3 - Idiomatic
To be able to (do something),Poder + inf,Useful Expressions,3 - Idiomatic
To want to (do something),Querer + inf,Useful Expressions,3 - Idiomatic
To stop (doing something),Dejar de + inf,Useful Expressions,3 - Idiomatic
To keep (doing something),Seguir + gerund,Useful Expressions,3 - Idiomatic
How old are you?,¿Cuántos años tienes?,Personal,3 - Idiomatic
I am ... years old,Tengo ... años,Personal,3 - Idiomatic
Where are you from?,¿De dónde eres?,Personal,3 - Idiomatic
I'm from...,Soy de...,Personal,3 - Idiomatic
What do you do for work?,¿A qué te dedicas?,Personal,3 - Idiomatic
I work as...,Trabajo como...,Personal,3 - Idiomatic
I'm married,Estoy casado/a,Personal,3 - Idiomatic
I'm single,Estoy soltero/a,Personal,3 - Idiomatic
I have ... children,Tengo ... hijos,Personal,3 - Idiomatic
I like...,Me gusta...,Personal,3 - Idiomatic
I don't like...,No me gusta...,Personal,3 - Idiomatic
I love...,Me encanta...,Personal,3 - Idiomatic
I'm interested in...,Me interesa...,Personal,3 - Idiomatic
It seems to me...,Me parece...,Personal,3 - Idiomatic
I think that...,Creo que...,Personal,3 - Idiomatic
I'm glad that...,Me alegra que...,Advanced Expressions,4 - Advanced
It's a shame that...,Es una lástima que...,Advanced Expressions,4 - Advanced
Hopefully.../I wish...,Ojalá...,Advanced Expressions,4 - Advanced
Unless...,A menos que...,Advanced Expressions,4 - Advanced
Although/even though,Aunque...,Advanced Expressions,4 - Advanced
However...,Sin embargo...,Advanced Expressions,4 - Advanced
On the other hand...,Por otro lado...,Advanced Expressions,4 - Advanced
On the other hand/instead,En cambio...,Advanced Expressions,4 - Advanced
In fact...,De hecho...,Advanced Expressions,4 - Advanced
Actually/in reality,En realidad...,Advanced Expressions,4 - Advanced
On the contrary,Al contrario,Advanced Expressions,4 - Advanced
By the way...,Por cierto...,Advanced Expressions,4 - Advanced
By the way/on purpose,A propósito...,Advanced Expressions,4 - Advanced
As for.../regarding...,En cuanto a...,Advanced Expressions,4 - Advanced
With respect to...,Con respecto a...,Advanced Expressions,4 - Advanced
What I like is...,Lo que me gusta es...,Advanced Expressions,4 - Advanced
The thing is that...,Lo que pasa es que...,Advanced Expressions,4 - Advanced
It turns out that...,Resulta que...,Advanced Expressions,4 - Advanced
I forgot,Se me olvidó,Advanced Expressions,4 - Advanced
Can you help me?,¿Me puedes ayudar?,Advanced Expressions,4 - Advanced
What do you think?,¿Qué te parece?,Advanced Expressions,4 - Advanced
What's your opinion?,¿Qué opinas?,Advanced Expressions,4 - Advanced
In my opinion...,En mi opinión...,Advanced Expressions,4 - Advanced
From my point of view...,Desde mi punto de vista...,Advanced Expressions,4 - Advanced
I agree,Estoy de acuerdo,Advanced Expressions,4 - Advanced
I disagree,No estoy de acuerdo,Advanced Expressions,4 - Advanced
You're right,Tienes razón,Advanced Expressions,4 - Advanced
You're wrong,No tienes razón,Advanced Expressions,4 - Advanced
Cheer up! / You can do it!,¡Ánimo!,Encouragement,4 - Advanced
Good luck!,¡Buena suerte!,Encouragement,4 - Advanced
Enjoy your meal!,¡Buen provecho!,Encouragement,4 - Advanced
Cheers! / Bless you!,¡Salud!,Encouragement,4 - Advanced
Congratulations!,¡Felicitaciones!,Encouragement,4 - Advanced
Get well soon!,¡Que te mejores!,Encouragement,4 - Advanced
How delicious!,¡Qué rico!,Encouragement,4 - Advanced
You don't say! / No way!,¡No me digas!,Encouragement,4 - Advanced
Of course! / Why not!,¡Cómo no!,Encouragement,4 - Advanced
At what time...?,¿A qué hora...?,Scheduling,4 - Advanced
When shall we meet?,¿Cuándo nos vemos?,Scheduling,4 - Advanced
We'll meet at...,Quedamos a las...,Scheduling,4 - Advanced
