Sobre todo,Above all/especially,Conversation,2 - Everyday Practical
Al final,In the end/finally,Conversation,2 - Everyday Practical
Al principio,At the beginning,Conversation,2 - Everyday Practical
Sin embargo,However/nevertheless,Conversation,2 - Everyday Practical
Por eso,That's why/therefore,Conversation,2 - Everyday Practical
Tener hambre,To be hungry,Useful Expressions,3 - Idiomatic
Tener sed,To be thirsty,Useful Expressions,3 - Idiomatic
Tener sueño,To be sleepy,Useful Expressions,3 - Idiomatic
Tener frío,To be cold,Useful Expressions,3 - Idiomatic
Tener calor,To be hot,Useful Expressions,3 - Idiomatic
Tener miedo,To be afraid,Useful Expressions,3 - Idiomatic
Tener razón,To be right,Useful Expressions,3 - Idiomatic
No tener razón,To be wrong,Useful Expressions,3 - Idiomatic
Tener prisa,To be in a hurry,Useful Expressions,3 - Idiomatic
Tener suerte,To be lucky,Useful Expressions,3 - Idiomatic
Tener ganas de...,To feel like (doing something),Useful Expressions,3 - Idiomatic
Hacer falta,To need/be necessary,Useful Expressions,3 - Idiomatic
Hacer caso,To pay attention/obey,Useful Expressions,3 - Idiomatic
Hacer una pregunta,To ask a question,Useful Expressions,3 - Idiomatic
Darse cuenta de,To realize,Useful Expressions,3 - Idiomatic
Ponerse + adj,To become (emotion),Useful Expressions,3 - Idiomatic
Volverse + adj,To become (change),Useful Expressions,3 - Idiomatic
Acabar de + inf,To have just done something,Useful Expressions,3 - Idiomatic
Ir a + inf,To be going to (do something),Useful Expressions,3 - Idiomatic
Tener que + inf,To have to (do something),Useful Expressions,3 - Idiomatic
Hay que + inf,One must (do something),Useful Expressions,3 - Idiomatic
Poder + inf,To be able to (do something),Useful Expressions,3 - Idiomatic
Querer + inf,To want to (do something),Useful Expressions,3 - Idiomatic
Dejar de + inf,To stop (doing something),Useful Expressions,3 - Idiomatic
Seguir + gerund,To keep (doing something),Useful Expressions,3 - Idiomatic
¿Cuántos años tienes?,How old are you?,Personal,3 - Idiomatic
Tengo ... años,I am ... years old,Personal,3 - Idiomatic
¿De dónde eres?,Where are you from?,Personal,3 - Idiomatic
Soy de...,I'm from...,Personal,3 - Idiomatic
¿A qué te dedicas?,What do you do for work?,Personal,3 - Idiomatic
Trabajo como...,I work as...,Personal,3 - Idiomatic
Estoy casado/a,I'm married,Personal,3 - Idiomatic
Estoy soltero/a,I'm single,Personal,3 - Idiomatic
Tengo ... hijos,I have ... children,Personal,3 - Idiomatic
Me gusta...,I like...,Personal,3 - Idiomatic
No me gusta...,I don't like...,Personal,3 - Idiomatic
Me encanta...,I love...,Personal,3 - Idiomatic
Me interesa...,I'm interested in...,Personal,3 - Idiomatic
Me parece...,It seems to me...,Personal,3 - Idiomatic
Creo que...,I think that...,Personal,3 - Idiomatic
Me alegra que...,I'm glad that...,Advanced Expressions,4 - Advanced
Es una lástima que...,It's a shame that...,Advanced Expressions,4 - Advanced
Ojalá...,Hopefully.../I wish...,Advanced Expressions,4 - Advanced
A menos que...,Unless...,Advanced Expressions,4 - Advanced
Aunque...,Although/even though,Advanced Expressions,4 - Advanced
Sin embargo...,However...,Advanced Expressions,4 - Advanced
Por otro lado...,On the other hand...,Advanced Expressions,4 - Advanced
En cambio...,On the other hand/instead,Advanced Expressions,4 - Advanced
De hecho...,In fact...,Advanced Expressions,4 - Advanced
En realidad...,Actually/in reality,Advanced Expressions,4 - Advanced
Al contrario,On the contrary,Advanced Expressions,4 - Advanced
Por cierto...,By the way...,Advanced Expressions,4 - Advanced
A propósito...,By the way/on purpose,Advanced Expressions,4 - Advanced
En cuanto a...,As for.../regarding...,Advanced Expressions,4 - Advanced
Con respecto a...,With respect to...,Advanced Expressions,4 - Advanced
Lo que me gusta es...,What I like is...,Advanced Expressions,4 - Advanced
Lo que pasa es que...,The thing is that...,Advanced Expressions,4 - Advanced
Resulta que...,It turns out that...,Advanced Expressions,4 - Advanced
Se me olvidó,I forgot,Advanced Expressions,4 - Advanced
¿Me puedes ayudar?,Can you help me?,Advanced Expressions,4 - Advanced
¿Qué te parece?,What do you think?,Advanced Expressions,4 - Advanced
¿Qué opinas?,What's your opinion?,Advanced Expressions,4 - Advanced
En mi opinión...,In my opinion...,Advanced Expressions,4 - Advanced
Desde mi punto de vista...,From my point of view...,Advanced Expressions,4 - Advanced
Estoy de acuerdo,I agree,Advanced Expressions,4 - Advanced
No estoy de acuerdo,I disagree,Advanced Expressions,4 - Advanced
Tienes razón,You're right,Advanced Expressions,4 - Advanced
No tienes razón,You're wrong,Advanced Expressions,4 - Advanced
¡Ánimo!,Cheer up! / You can do it!,Encouragement,4 - Advanced
¡Buena suerte!,Good luck!,Encouragement,4 - Advanced
¡Buen provecho!,Enjoy your meal!,Encouragement,4 - Advanced
¡Salud!,Cheers! / Bless you!,Encouragement,4 - Advanced
¡Felicitaciones!,Congratulations!,Encouragement,4 - Advanced
¡Que te mejores!,Get well soon!,Encouragement,4 - Advanced
¡Qué rico!,How delicious!,Encouragement,4 - Advanced
¡No me digas!,You don't say! / No way!,Encouragement,4 - Advanced
¡Cómo no!,Of course! / Why not!,Encouragement,4 - Advanced
¿A qué hora...?,At what time...?,Scheduling,4 - Advanced
¿Cuándo nos vemos?,When shall we meet?,Scheduling,4 - Advanced
Quedamos a las...,We'll meet at...,Scheduling,4 - Advanced
